doc_id,source,title,url,drugs,access,doi,n_chunks,en_bronze
NCT02612454,clinicaltrials,An Open-Label Extension Study to Assess the Long-Term Safety and Efficacy of Dupilumab in Patients ≥6 Months to <18 Years of Age With Atopic Dermatitis,https://clinicaltrials.gov/study/NCT02612454,dupilumab,,,2,si
NCT02780167,clinicaltrials,"A PHASE 2B RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED, PARALLEL, MULTICENTER, DOSE-RANGING, STUDY TO EVALUATE THE EFFICACY AND SAFETY PROFILE OF PF-04965842 IN SUBJECTS WITH MODERATE TO SEVERE ATOPIC DERMATITIS",https://clinicaltrials.gov/study/NCT02780167,abrocitinib,,,2,si
NCT02925117,clinicaltrials,"A Phase 2b Multicenter, Randomized, Placebo-Controlled, Double-Blind Dose-Ranging Study to Evaluate ABT-494 (Upadacitinib) in Adult Subjects With Moderate to Severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT02925117,upadacitinib,,,1,si
NCT03050151,clinicaltrials,"An Open-label, Randomized, Actual Use Study of Dupilumab Auto-injector Device in Patients With Atopic Dermatitis",https://clinicaltrials.gov/study/NCT03050151,dupilumab,,,1,si
NCT03054428,clinicaltrials,"A Randomized, Double-blind, Placebo-controlled Study to Investigate the Efficacy and Safety of Dupilumab Monotherapy in Patients ≥12 to <18 Years of Age, With Moderate-to-severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT03054428,dupilumab,,,2,si
NCT03100344,clinicaltrials,"Randomized, Double-blind, Multi-center, Parallel-group, Placebo-controlled Dose-ranging Study to Assess the Efficacy and Safety of Nemolizumab in Moderate-to-severe Atopic Dermatitis Subjects With Severe Pruritus Receiving Topical Corticosteroids (TCS)",https://clinicaltrials.gov/study/NCT03100344,nemolizumab,,,1,si
NCT03131648,clinicaltrials,"A Randomised, Double-blind, Placebo-controlled, Phase 3 Trial to Evaluate the Efficacy and Safety of Tralokinumab Monotherapy in Subjects With Moderate to Severe Atopic Dermatitis Who Are Candidates for Systemic Therapy",https://clinicaltrials.gov/study/NCT03131648,tralokinumab,,,1,si
NCT03160885,clinicaltrials,"A Randomised, Double-blind, Placebo-controlled, Phase 3 Trial to Evaluate the Efficacy and Safety of Tralokinumab Monotherapy in Subjects With Moderate to Severe Atopic Dermatitis Who Are Candidates for Systemic Therapy",https://clinicaltrials.gov/study/NCT03160885,tralokinumab,,,1,si
NCT03334396,clinicaltrials,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Phase 3 Study to Evaluate the Efficacy and Safety of Baricitinib in Adult Patients With Moderate to Severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT03334396,baricitinib,,,1,si
NCT03334422,clinicaltrials,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Phase 3 Study to Evaluate the Efficacy and Safety of Baricitinib in Patients With Moderate to Severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT03334422,baricitinib,,,1,si
NCT03334435,clinicaltrials,"A Phase 3 Multicenter, Double-Blind Study to Evaluate the Long-Term Safety and Efficacy of Baricitinib in Adult Patients With Atopic Dermatitis",https://clinicaltrials.gov/study/NCT03334435,baricitinib,,,1,si
NCT03345914,clinicaltrials,"A Randomized, Double-blind, Placebo-controlled Study to Investigate the Efficacy and Safety of Dupilumab Administered Concomitantly With Topical Corticosteroids in Patients, ≥6 Years to <12 Years of Age, With Severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT03345914,dupilumab,,,1,si
NCT03346434,clinicaltrials,"A Phase 2/3 Study Investigating the Pharmacokinetics, Safety, and Efficacy of Dupilumab in Patients Aged ≥6 Months to <6 Years With Moderate-to-Severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT03346434,dupilumab,,,1,si
NCT03349060,clinicaltrials,"A PHASE 3 RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED, PARALLEL GROUP, MULTI-CENTER STUDY TO EVALUATE THE EFFICACY AND SAFETY OF PF-04965842 MONOTHERAPY IN SUBJECTS AGED 12 YEARS AND OLDER, WITH MODERATE TO SEVERE ATOPIC DERMATITIS",https://clinicaltrials.gov/study/NCT03349060,abrocitinib,,,1,si
NCT03358693,clinicaltrials,Systematic Profiling of Anti-cytokine Signatures in the Treatment of Chronic Inflammatory Skin Disorders,https://clinicaltrials.gov/study/NCT03358693,abrocitinib; baricitinib; lebrikizumab; nemolizumab; tralokinumab; upadacitinib,,,2,si
NCT03359356,clinicaltrials,Defining Reversal of Alopecia Areata (AA) Phenotype With Dupilumab in Patients With and Without Associated Atopic Dermatitis (AD),https://clinicaltrials.gov/study/NCT03359356,dupilumab,,,2,si
NCT03363854,clinicaltrials,"A Randomised, Double-blind, Placebo-controlled, Phase 3 Trial to Evaluate the Efficacy and Safety of Tralokinumab in Combination With Topical Corticosteroids in Subjects With Moderate to Severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT03363854,tralokinumab,,,1,si
NCT03411837,clinicaltrials,Dupilumab Registry Study,https://clinicaltrials.gov/study/NCT03411837,dupilumab,,,1,si
NCT03422822,clinicaltrials,"A PHASE 3 MULTI-CENTER, LONG-TERM EXTENSION STUDY INVESTIGATING THE EFFICACY AND SAFETY OF ABROCITINIB, WITH OR WITHOUT TOPICAL MEDICATIONS, ADMINISTERED TO SUBJECTS AGED 12 YEARS AND OLDER WITH MODERATE TO SEVERE ATOPIC DERMATITIS",https://clinicaltrials.gov/study/NCT03422822,abrocitinib,,,3,si
NCT03428100,clinicaltrials,"A Phase 3, Multicenter, Double-Blind, Randomized, Placebo-Controlled Study Evaluating the Safety and Efficacy of Baricitinib in Combination With Topical Corticosteroids in Adult Patients With Moderate-to-Severe Atopic Dermatitis Who Have Experienced Failure to Cyclosporine or Are Intolerant to, or H",https://clinicaltrials.gov/study/NCT03428100,baricitinib,,,1,si
NCT03435081,clinicaltrials,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Phase 3 Study to Evaluate the Efficacy and Safety of Baricitinib in Adult Patients With Moderate to Severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT03435081,baricitinib,,,1,si
NCT03443024,clinicaltrials,"A Randomized, Double-Blind, Placebo-Controlled, Dose-Ranging Trial to Evaluate the Efficacy and Safety of Lebrikizumab in Patients With Moderate-to-Severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT03443024,lebrikizumab,,,1,si
NCT03526861,clinicaltrials,"A Randomised, Double-blind, Placebo-controlled, Parallel-group, Multi-centre Trial to Evaluate the Efficacy, Safety, and Tolerability of Tralokinumab Monotherapy in Adolescent Subjects With Moderate-to-severe Atopic Dermatitis (AD) Who Are Candidates for Systemic Therapy",https://clinicaltrials.gov/study/NCT03526861,tralokinumab,,,2,si
NCT03549416,clinicaltrials,"BioDay Registry: Prospective, Observational Data Collection Regarding the Use of New Systemic Treatment Options in Patients with Atopic Diseases in Daily Practice",https://clinicaltrials.gov/study/NCT03549416,abrocitinib; baricitinib; tralokinumab; upadacitinib,,,1,si
NCT03556592,clinicaltrials,"An Open-label, Multi Centre Drug-drug Interaction Trial to Investigate the Effects of Tralokinumab on the Pharmacokinetics of Selected Cytochrome P450 Substrates in Adult Subjects With Moderate-to-severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT03556592,tralokinumab,,,1,si
NCT03559270,clinicaltrials,"A Multicenter, Open-Label, Phase 3 Study to Evaluate the Efficacy and Safety of Baricitinib in Adult Patients With Moderate to Severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT03559270,baricitinib,,,1,si
NCT03562377,clinicaltrials,"A Randomised, Double-blind, Placebo-controlled Trial to Evaluate the Effect of Tralokinumab on Vaccine Antibody Responses in Adults With Moderate-to-severe Atopic Dermatitis Who Are Candidates for Systemic Therapy",https://clinicaltrials.gov/study/NCT03562377,tralokinumab,,,1,si
NCT03568318,clinicaltrials,"A Phase 3 Randomized, Placebo-Controlled, Double-Blind Study to Evaluate Upadacitinib in Combination With Topical Corticosteroids in Adolescent and Adult Subjects With Moderate to Severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT03568318,upadacitinib,,,1,si
NCT03569293,clinicaltrials,"A Phase 3 Randomized, Placebo-Controlled, Double-Blind Study to Evaluate Upadacitinib in Adolescent and Adult Subjects With Moderate to Severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT03569293,upadacitinib,,,1,si
NCT03575871,clinicaltrials,"A PHASE 3 RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED, PARALLEL GROUP, MULTI-CENTER STUDY TO EVALUATE THE EFFICACY AND SAFETY OF PF-04965842 MONOTHERAPY IN SUBJECTS AGED 12 YEARS AND OLDER, WITH MODERATE TO SEVERE ATOPIC DERMATITIS",https://clinicaltrials.gov/study/NCT03575871,abrocitinib,,,1,si
NCT03587805,clinicaltrials,"An Open-label, Single-arm, Multi-centre, Long-term Extension Trial to Evaluate the Safety and Efficacy of Tralokinumab in Subjects With Atopic Dermatitis Who Participated in Previous Tralokinumab Clinical Trials",https://clinicaltrials.gov/study/NCT03587805,tralokinumab,,,1,si
NCT03607422,clinicaltrials,"A Phase 3 Randomized, Placebo-Controlled, Double-Blind Study to Evaluate Upadacitinib in Adolescent and Adult Subjects With Moderate to Severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT03607422,upadacitinib,,,1,si
NCT03627767,clinicaltrials,"A PHASE 3 RANDOMIZED WITHDRAWAL, DOUBLE-BLIND, PLACEBO-CONTROLLED, MULTI-CENTER STUDY INVESTIGATING THE EFFICACY AND SAFETY OF PF-04965842 IN SUBJECTS AGED 12 YEARS AND OVER, WITH MODERATE TO SEVERE ATOPIC DERMATITIS WITH THE OPTION OF RESCUE TREATMENT IN FLARING SUBJECTS",https://clinicaltrials.gov/study/NCT03627767,abrocitinib,,,2,si
NCT03634345,clinicaltrials,"A PHASE 1, OPEN-LABEL, RANDOMIZED, FIXED-SEQUENCE, PARALLEL-COHORT STUDY TO ESTIMATE THE EFFECT OF FLUVOXAMINE OR FLUCONAZOLE, ON THE PHARMACOKINETICS, SAFETY AND TOLERABILITY OF A SINGLE DOSE OF PF-04965842 IN HEALTHY SUBJECTS",https://clinicaltrials.gov/study/NCT03634345,abrocitinib,,,1,si
NCT03646604,clinicaltrials,"An Open-label Multiple Dose Study to Evaluate the Pharmacokinetics, Safety and Tolerability of Upadacitinib in Pediatric Subjects With Severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT03646604,upadacitinib,,,1,si
NCT03661138,clinicaltrials,"A Phase 3 Randomized, Multicenter, Double-Blind Study to Evaluate the Safety of Upadacitinib in Combination With Topical Corticosteroids in Adolescent and Adult Subjects in Japan With Moderate to Severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT03661138,upadacitinib,,,1,si
NCT03667014,clinicaltrials,The Impact of Dupilumab on Quality of Life in Moderate to Severe Atopic Dermatitis Patients,https://clinicaltrials.gov/study/NCT03667014,dupilumab,,,1,si
NCT03683719,clinicaltrials,"A Phase 2b, Double-blind, Randomised, 5-arm, Vehicle-controlled, Dose-ranging Trial to Evaluate the Efficacy and Safety of Twice Daily Topical Application of Delgocitinib Cream 1, 3, 8, and 20 mg/g for 16 Weeks in Adult Subjects With Mild to Severe Chronic Hand Eczema",https://clinicaltrials.gov/study/NCT03683719,delgocitinib AND Atopic dermatitis,,,1,si
NCT03720470,clinicaltrials,"A PHASE 3 RANDOMIZED, DOUBLE-BLIND, DOUBLE-DUMMY, PLACEBO-CONTROLLED, PARALLEL GROUP, MULTI-CENTER STUDY INVESTIGATING THE EFFICACY AND SAFETY OF PF-04965842 AND DUPILUMAB IN COMPARISON WITH PLACEBO IN ADULT SUBJECTS ON BACKGROUND TOPICAL THERAPY, WITH MODERATE TO SEVERE ATOPIC DERMATITIS",https://clinicaltrials.gov/study/NCT03720470,abrocitinib; dupilumab,,,5,si
NCT03725722,clinicaltrials,"A Phase 2b, Double-blind, Randomised, 5-arm, Vehicle-controlled, Dose Ranging Trial to Evaluate the Efficacy and Safety of Twice Daily Topical Applications of Delgocitinib Cream 1, 3, 8, 20 mg/g for 8 Weeks in Adult Subjects With Mild to Severe Atopic Dermatitis.",https://clinicaltrials.gov/study/NCT03725722,delgocitinib AND Atopic dermatitis,,,1,si
NCT03733301,clinicaltrials,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Phase 3 Study to Evaluate the Efficacy and Safety of Baricitinib in Combination With Topical Corticosteroids in Adult Patients With Moderate to Severe Atopic Dermatitis BREEZE-AD7",https://clinicaltrials.gov/study/NCT03733301,baricitinib,,,1,si
NCT03738397,clinicaltrials,"A Phase 3b Multicenter, Randomized, Double-Blind, Double-Dummy, Active Controlled Study Comparing the Safety and Efficacy of Upadacitinib to Dupilumab in Adult Subjects With Moderate to Severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT03738397,upadacitinib,,,1,si
NCT03761537,clinicaltrials,"A Randomised, Double-blind, Placebo-controlled, Parallel-group, Multi-centre, Phase 3 Trial Investigating the Efficacy, Safety, and Tolerability of Tralokinumab Administered in Combination With Topical Corticosteroids to Adult Subjects With Severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT03761537,tralokinumab,,,2,si
NCT03796182,clinicaltrials,"A PHASE 1, RANDOMIZED, 2-WAY CROSSOVER, OPEN LABEL STUDY TO ESTIMATE THE EFFECT OF PF-04965842 ON MATE1/2K ACTIVITY, USING METFORMIN AS A PROBE, IN HEALTHY PARTICIPANTS",https://clinicaltrials.gov/study/NCT03796182,abrocitinib,,,2,si
NCT03796676,clinicaltrials,"A PHASE 3, RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED, MULTI-CENTER STUDY INVESTIGATING THE EFFICACY AND SAFETY OF PF-04965842 CO-ADMINISTERED WITH BACKGROUND MEDICATED TOPICAL THERAPY IN ADOLESCENT PARTICIPANTS 12 TO <18 YEARS OF AGE WITH MODERATE-TO-SEVERE ATOPIC DERMATITIS",https://clinicaltrials.gov/study/NCT03796676,abrocitinib,,,1,si
NCT03826901,clinicaltrials,"A Phase 1 Open-label, Multi-centre, Single-arm Trial to Evaluate the Safety and Pharmacokinetics (Including MUsT) of Twice Daily Topical Application of Delgocitinib Cream for 8 Weeks in Adults, Adolescents, and Children With Moderate to Severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT03826901,delgocitinib AND Atopic dermatitis,,,1,si
NCT03915496,clinicaltrials,"A PHASE 2A, RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED, PARALLEL GROUP, MULTI-CENTER STUDY TO INVESTIGATE THE MECHANISM OF ACTION OF ABROCITINIB MONOTHERAPY IN ADULT PARTICIPANTS WITH MODERATE-TO-SEVERE ATOPIC DERMATITIS",https://clinicaltrials.gov/study/NCT03915496,abrocitinib,,,2,si
NCT03921411,clinicaltrials,"A Multicenter, Open-Label, Single-Group Clinical Trial to Assess the Pharmacokinetics and Safety of Nemolizumab (CD14152) in Adolescent Subjects (12-17 Years) With Moderate-to-Severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT03921411,nemolizumab,,,1,si
NCT03936335,clinicaltrials,Dupilumab and Pregnancy Outcomes: A Retrospective Cohort Study Using Administrative Healthcare Databases (Dupi PODS),https://clinicaltrials.gov/study/NCT03936335,dupilumab,,,1,si
NCT03952559,clinicaltrials,"A Phase 3, Multicenter, Randomized, Double-blind, Placebo-controlled, Parallel-group, Outpatient Study Evaluating the Pharmacokinetics, Efficacy, and Safety of Baricitinib in Pediatric Patients With Moderate to Severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT03952559,baricitinib,,,1,si
NCT03985943,clinicaltrials,"A Randomized, Double-Blind, Placebo-Controlled Study to Assess the Efficacy and Safety of Nemolizumab in Subjects With Moderate-to-Severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT03985943,nemolizumab,,,1,si
NCT03989206,clinicaltrials,"A Prospective, Multicenter, Long-Term Study to Assess the Safety and Efficacy of Nemolizumab (CD14152) in Subjects With Moderate-to-Severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT03989206,nemolizumab,,,1,si
NCT03989349,clinicaltrials,"A Randomized, Double-Blind, Placebo-Controlled Study to Assess the Efficacy and Safety of Nemolizumab in Subjects With Moderate-to-Severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT03989349,nemolizumab,,,1,si
NCT03992417,clinicaltrials,A Prospective Observational Study of Patients Receiving Dupixent® for Atopic Dermatitis,https://clinicaltrials.gov/study/NCT03992417,dupilumab,,,3,si
NCT04146363,clinicaltrials,"A Randomized, Double-blind, Placebo Controlled Trial to Evaluate the Efficacy and Safety of Lebrikizumab in Patients With Moderate to Severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT04146363,lebrikizumab,,,1,si
NCT04159597,clinicaltrials,Expanded Access to Upadacitinib,https://clinicaltrials.gov/study/NCT04159597,upadacitinib,,,1,si
NCT04178967,clinicaltrials,"A Randomized, Double-blind, Placebo Controlled Trial to Evaluate the Efficacy and Safety of Lebrikizumab in Patients With Moderate to Severe Atopic Dermatitis.",https://clinicaltrials.gov/study/NCT04178967,lebrikizumab,,,1,si
NCT04195698,clinicaltrials,"A Phase 3b, Open-Label Treatment Extension Study of Upadacitinib for the Treatment of Adult Subjects With Moderate to Severe Atopic Dermatitis Who Completed Treatment in Study M16-046",https://clinicaltrials.gov/study/NCT04195698,upadacitinib,,,1,si
NCT04250337,clinicaltrials,"A Randomized, Double-Blind, Placebo-Controlled Trial To Evaluate The Efficacy and Safety of Lebrikizumab When Used In Combination With Topical Corticosteroid Treatment In Patients With Moderate-To-Severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT04250337,lebrikizumab,,,1,si
NCT04250350,clinicaltrials,"An Open-Label, Single-Arm Study to Assess the Safety and Efficacy of Lebrikizumab in Adolescent Patients With Moderate-to-Severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT04250350,lebrikizumab,,,1,si
NCT04345367,clinicaltrials,"A PHASE 3B RANDOMIZED, DOUBLE-BLIND, DOUBLE-DUMMY, ACTIVE CONTROLLED MULTI-CENTER STUDY ASSESSING THE EFFICACY AND SAFETY OF ABROCITINIB COMPARED WITH DUPILUMAB IN ADULT PARTICIPANTS ON BACKGROUND TOPICAL THERAPY WITH MODERATE TO SEVERE ATOPIC DERMATITIS",https://clinicaltrials.gov/study/NCT04345367,abrocitinib; dupilumab,,,2,si
NCT04365387,clinicaltrials,"A Randomized, Double-Blind, Placebo-Controlled Study to Assess Immunization Responses in Adult and Adolescent Subjects With Moderate-to-Severe Atopic Dermatitis Treated With Nemolizumab",https://clinicaltrials.gov/study/NCT04365387,nemolizumab,,,1,si
NCT04392154,clinicaltrials,A Long-term Study to Assess the Safety and Efficacy of Lebrikizumab in Patients With Moderate-to-Severe Atopic Dermatitis (ADjoin),https://clinicaltrials.gov/study/NCT04392154,lebrikizumab,,,1,si
NCT04520308,clinicaltrials,"Effects of Interleukin (IL)-4/IL-13 Blockade on the Structure and Function of Cutaneous Sensory Nerves: An Open-label, Single-arm Longitudinal Study With Dupilumab",https://clinicaltrials.gov/study/NCT04520308,dupilumab,,,2,si
NCT04541810,clinicaltrials,Post-marketing Surveillance to Evaluate the Safety and Effectiveness of Upadacitinib in Korean Patients,https://clinicaltrials.gov/study/NCT04541810,upadacitinib,,,3,si
NCT04556461,clinicaltrials,Effects of Tralokinumab Treatment of Atopic Dermatitis on Skin Barrier Function,https://clinicaltrials.gov/study/NCT04556461,tralokinumab,,,1,si
NCT04562116,clinicaltrials,An Open-label Drug-Drug Interaction Study to Assess the Effects of Nemolizumab on Cytochrome P450 Substrates in Subjects With Moderate-to-Severe Atopic Dermatitis,https://clinicaltrials.gov/study/NCT04562116,nemolizumab,,,1,si
NCT04564755,clinicaltrials,ABROCITINIB EXPANDED ACCESS PROTOCOL FOR THE TREATMENT OF ADOLESCENTS AND ADULTS WITH MODERATE TO SEVERE ATOPIC DERMATITIS,https://clinicaltrials.gov/study/NCT04564755,abrocitinib,,,1,si
NCT04587453,clinicaltrials,"A Randomised, Double-blind, Placebo-controlled, Phase 3 Trial to Evaluate the Efficacy and Safety of Tralokinumab in Combination With Topical Corticosteroids in Japanese Subjects With Moderate-to-severe Atopic Dermatitis Who Are Candidates for Systemic Therapy",https://clinicaltrials.gov/study/NCT04587453,tralokinumab,,,2,si
NCT04626297,clinicaltrials,"A Phase 3, 16-week, Randomized, Double-Blind, Placebo-Controlled, Parallel- Group Study to Assess the Impact of Lebrikizumab on Vaccine Responses in Adult Patients With Moderate-to-Severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT04626297,lebrikizumab,,,1,si
NCT04666675,clinicaltrials,"A Phase 3b Randomized, Placebo-Controlled, Double-Blind Study to Evaluate the Efficacy and Safety of Upadacitinib in Adolescent and Adult Subjects With Moderate to Severe Atopic Dermatitis in Brazil",https://clinicaltrials.gov/study/NCT04666675,upadacitinib,,,3,si
NCT04760314,clinicaltrials,"A Randomized, Double-Blind, Placebo-Controlled Trial to Evaluate the Efficacy and Safety of Lebrikizumab When Used in Combination With Topical Corticosteroid Treatment in Japanese Patients With Moderate-to-Severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT04760314,lebrikizumab,,,1,si
NCT04871711,clinicaltrials,A Phase 3 Clinical Trial to Confirm Efficacy and Evaluate Safety of Twice-daily Delgocitinib Cream 20 mg/g Compared With Cream Vehicle for a 16-week Treatment Period in Adult Subjects With Moderate to Severe Chronic Hand Eczema (DELTA 1),https://clinicaltrials.gov/study/NCT04871711,delgocitinib AND Atopic dermatitis,,,1,si
NCT04872101,clinicaltrials,A Phase 3 Clinical Trial to Confirm Efficacy and Evaluate Safety of Twice-daily Delgocitinib Cream 20 mg/g Compared With Cream Vehicle for a 16-week Treatment Period in Adult Subjects With Moderate to Severe Chronic Hand Eczema (DELTA 2),https://clinicaltrials.gov/study/NCT04872101,delgocitinib AND Atopic dermatitis,,,1,si
NCT04878770,clinicaltrials,Use of the NMF Biomarker as Predictive Diagnostic for Effective Use of Cyclosporine and Dupilumab in the Treatment of Atopic Dermatitis,https://clinicaltrials.gov/study/NCT04878770,dupilumab,,,1,si
NCT04895423,clinicaltrials,Evaluation of the Effectiveness and Safety of Immunosuppressive and Biological Therapy of Atopic Dermatitis in Childhood,https://clinicaltrials.gov/study/NCT04895423,dupilumab,,,1,si
NCT04903093,clinicaltrials,"A PHASE 1, RANDOMIZED, CROSSOVER STUDY TO EVALUATE RELATIVE BIOAVAILABILITY OF ABROCITINIB ORAL SUSPENSION AND EFFECT OF AN ACID-REDUCING AGENT ON THE BIOAVAILABILITY OF ABROCITINIB COMMERCIAL TABLET AND TO ASSESS THE TASTE OF ABROCITINIB ORAL FORMULATIONS IN HEALTHY ADULT PARTICIPANTS AGED 18 TO 55",https://clinicaltrials.gov/study/NCT04903093,abrocitinib,,,2,si
NCT04921345,clinicaltrials,"A Multicenter, Open-Label, Single-Group Clinical Trial to Assess the Pharmacokinetics, Safety and Efficacy of Nemolizumab (CD14152) in Pediatric Subjects (Aged 2 to 11 Years) With Moderate-to-Severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT04921345,nemolizumab,,,1,si
NCT04949841,clinicaltrials,A Phase 3 Extension Trial of DELTA 1 and DELTA 2 to Evaluate the Long-term Safety of a Twice-daily Treatment With Delgocitinib Cream 20 mg/g as Needed for up to 36 Weeks in Adult Subjects With Chronic Hand Eczema (DELTA 3),https://clinicaltrials.gov/study/NCT04949841,delgocitinib AND Atopic dermatitis,,,1,si
NCT05029895,clinicaltrials,A Post-Marketing Observational Study to Evaluate Safety and Effectiveness of Upadacitinib in Adolescent Patients Ages 12 to <18 Years Old Diagnosed With Atopic Dermatitis (AD),https://clinicaltrials.gov/study/NCT05029895,upadacitinib,,,2,si
NCT05056779,clinicaltrials,"A Randomized, Double-Blind, Placebo-Controlled Study to Assess the Efficacy and Safety of Nemolizumab in Subjects With Moderate-to-Severe Atopic Dermatitis With Inadequate Response to or for Whom Cyclosporine A is Not Medically Advisable",https://clinicaltrials.gov/study/NCT05056779,nemolizumab,,,2,si
NCT05078294,clinicaltrials,Results in Real Clinical Practice of Treatment With Patients With Moderate-severe Atopic Dermatitis,https://clinicaltrials.gov/study/NCT05078294,baricitinib; dupilumab; upadacitinib,,,1,si
NCT05081557,clinicaltrials,Real World Utilization of Upadacitinib in Adult and Adolescent Patients Living With Moderate to Severe Atopic Dermatitis (AD-VISE),https://clinicaltrials.gov/study/NCT05081557,upadacitinib,,,2,si
NCT05099315,clinicaltrials,Identification of Skin-associated Microbiota in Atopic Dermatitis Patients Undergoing Systemic Therapy,https://clinicaltrials.gov/study/NCT05099315,baricitinib,,,2,si
